Index,Yorum,Duygu
13191,"çok hoş bir telefon hb den alalı yaklaşık 2 3 ay oldu herhangi bir problem yok telefonda.tavsiye ederim,hem şık hem kaliteli oldukça da güzel",1
13192,"Evdeki uydu alıcımı, piyanomu ve benzeri ethernet girişli cihazları bağlayabilmek için aldım. Gayet başarılı ve pratik. Wps ile superonline modem bağlantısını kolayca kurdum. Yalnız, wps tuşuna 2-3 saniye basılı tutmayı unutmayın. Menzil genişletmeyle kalmayıp ethernet girişli cihazlarınızı da modeminize bağlamanızı sağlıyor. Çok da hızlı çalışıyor. Tavsiye ederim",1
13193,Kargo ücretsizken aldım ve gerçekten piyasadan uygun fiyata aldım teşekkürler..,1
13194,ürün gerçekten çook güzel. 5 parmak için dizayn edilmiş olması çok büyük rahatlık sağlıyor. ürün çok kullanışlı ancak 2400 dpı değil 1600 dpı olarak geliyor. bunu da bilmenizde fayda var,1
13195,"hepsiburadadaki yorumlara güvenerek aldım, üründen çok memnunum.. air ties wus300 ün üçüncü, samsung notebookun beşinci seviyeyle çektiği yerden dördüncü seviyeyle çekiyor.",1
13196,Ürün zaten piyasadaki en sorunsuz ve dayanıklı SSD modellerinden. 860' ın yorumları bu kadar iyi değil. Alacaklar için en iyi seçenek olduğunu söyleyebilirim. Windows kurulumu kolay ve bilgisayar açılış hızı ortalama 10 sn civarına düşüyor. Daha önce de SSD kullanmıştım ancak yeni jenerasyon SSD' lerle aralarında dağlar kadar fark var.,1
13197,İstediğim urun vaktinde teslim edildiği için teşekkurler.,1
13198,"Kaliteli bir marka, ürün harika.",1
13199,Ürün kapalı orjinal ambalajında çok kısa sürede geldi. Fiyatına göre çok iyi bir ürün. Kurulumu kolay. Çıktı kalitesi beklediğimden güzel. Ev'de kişisel kullanım için ideal. Hepsiburada'nın hizmet kalitesini beğeniyorum. İnternet alışverişinde bana güven veriyor.,1
13200,Üründe tek bir çizik bile yok teşekkürler Hepsiburada,1
13201,Gerçekten sağlam ve çok minik bir usb bellek.cebinizde olduğunu bile unutuyorsunuz.Uzun zamandır bozuklukların arasında duruyor ama hiç deforme olmadı.Çamaşır makinasında yıkanmasına rağmen hala kullanıyorum,1
13202,mükemmel ürün istediğiniz resim kadar saklıyorsun sakla sakla bıtmez ve hızlı kargo ıcın tskler,1
13203,"Siz de, satıcı da mükemmelsiniz.Çok hızlısınız.",1
13204,"Yaklaşık 1 yıl once aldım çok kullanışlı,birçok usb aldım kısa sure sonra bozuldu fakat bunu 1 yıldır kullanıyorum herhangi bir sorun olmadı..Kesinlikle Tavsiye ediyorum",1
13205,Telefon şeffaf kılıfı ile birlikte zamanında geldi. Şarj aleti uyumlu aparatı da eklenmişti. Telefon güzel fakat yazılım da sorun var herhalde. Mesaj bölümünde gelen mesajların kayıtlı isimleri gözükmüyor. Ayrıca pc bağlantısı sorunlu bağlanmıyor. Genel olarak performansı çok iyi. Tasarımı güzel. Tavsiye ederim.,1
13206,kullanmadıgınızda otomatik kapanıyor 1000 ve 1600 dpi ayarları var tuşları çok sessiz begendim,1
13207,"YUMUŞAK, HACMİ GENİŞ, HAFİF VE SAĞLAM TAVSİYE EDEBİLİRİM. HİÇ SORUN YAŞAMADIM. RENK VE TASARIM GAYET İYİ YAPILMIŞ. HEPİNİZE TEŞEKKÜR EDERİM, KOLAY GELSİN.",1
13208,Hoş tasarım kolay kullanım,1
13209,"Kargo hızlı , kurulum çok kolay ve de oldukça işe yarar bir ürün .",1
13210,güzel bir ürün şık ve kaliteli,1
13211,Süper gzl ürün hızlı kargo,1
13212,Çok kullanışlı ve verimli cüzdanda taşınacak kadar küçük boyutlu kaybetme riski olmayan arkadaşlara tavsiye ederim. Bir günde elime geçti siteye. hızlı gönderi için teşekkür ediyorum.,1
13213,Ürün sipariş verdikten 1 gün sonra geldi. son derece kullanışlı ve rahat. bilgisayara takılan alıcısı o kadar küçükki orada olduğunu görmüyorsunuz bile. ayrıca uzak mesafelerden dizinizin üzerinde bile kullanabiliyorsunuz. son derece memnun kaldım herkese tavsiye ederim,1
13214,Sonuçta bu fiyata bu kadar.,1
13215,"Xiaomi bu tür ürünleri gerçekten çok güzel yapıyor. Çok hafif, yaklaşık bir haftadır kullanıyorum, bileğinizi hiç rahatsız etmiyor. Uyku düzeni takibi hemen hemen gayet güzel çalışıyor. Ekranı, uyarıları ve görselleri gerçekten çok güzel. Internet'te bu ürün ile ilgili pekçok video ve inceleme var. Bence gayet şık ve kullanışlı bir ürün.",1
13216,"Kesinlikle kaçırılmaması gereken bir ürün, ihtiyacımı fazlasıyla karşılıyor.Fiyatıda gayet uygun özellikle metal olması çok iyi..Aktarım hızı harika 5-10 mb arasında değişiyor.",1
13217,"8 yıllık masaüstü bilgisayarıma wi-fi özelliği kazandırdı daha ne olsun, üstelik kurulumu oldukça kolay, vee kullanışlı,yalnız biraz büyük, usb çıkışlarında biraz kaba kalabiliyor ben usb uzatma kablosu kullanarak kullanıyorum",1
13218,hızlı gönderi kaliteli ürün teşekkürler.,1
13219,TiviBu bağlatmak için modemi evin köşe bir ucuna taşımak zorunda kaldım. Dip odalarda sinyal kalitesi bir hayli düştü. Bu cihaz ile hem masaüstü bilgisayarıma kablo çekme derdinden kurtuldum hem de evin dip odalarında internet erişimi kazandım. Arasıra fişten çekip resetlemek gerekse de fiyatına göre oldukça tatmin edici bir ürün.,1
13220,"ürünü 2 gündür kullanıyorum, kurulumu oldukça basit kendi otomatik eşleşti i phone telefonumda, ürünün eksileri olarak ekranı açık havada çok zor seçiliyor belli belirsiz , alacaklar bunu göz önünde bulundursunlar , onun dışında güzel cihaz şık, özellikleri iyi., nabzı doğru ölçüyor , uyku takibini nabza göre de yapıyormuş daha fazla pil tüketiyor diyor., birde saat özelliği olarak analog da olsa menüde güzel olurdu..",1
13221,KESİNLİKLE DÜŞÜNMEDEN ALABİLİRSİNİZ OTO TEYP İÇİN ÖZELLİKLE SÜPER Bİ ÜRÜN ÇOK MEMNUNUM FARKEDILMIYO BİLE TEYBIN ÜZERİNDE GAYET İYİ,1
13222,Memnun kaldım teşekkürler O?,1
13223,ürün cok iyi çalışıyor tavsiye ederim,1
13224,fiyatına gore çok iyi bi ürün,1
13225,"Gayet güzel bir ürün.Hem taşınması kolay ,hem de kibar ve şık bir ürün.Daha önce de aynı markadan 8 gb almıştım.Ondan da memnun kalmıştım.Onu çocuklara verdim.",1
13226,Eski tip hdd hızı 135 mb/sn iken bunda 530 mb/sn hız aldım. Olağanüstü bir rakam. Açılma ve kapanma süreleri hızlandı. Ayrıca full hd video izlerken seek time azaldı. Programlar neredeyse anında açılır hale geldi. Bilgisayarım çağ atladı.,1
13227,Mükemmel bir bellek dizayn olarak cok beğendim herkese tavsiye ederim.kalitesi malum. Diger plastik kaplamalı bellekler bunun yanın.da kıyaslanmaz bence. alanlar memnun kalacaktır.,1
13228,Bu SSD diski Notebook bilgisayarıma aldım gerçekten çok hızlandı bilgisayar özellikle açılış ve kapanış süreleri çok kısaldı. 2 dk da açılan bilgisayar 15-20 sn içinde açılıyor ve açılır açılmaz internette girebiliyorsunuz. Ürün elime çok çabuk ulaştı teşekkürler Hepsiburada.com,1
13229,Ürün 1 günde elime ulaştı gayet şık bir cihazmış İPhone SE cihazı ile sorunsuz eşleştirdim düşünmeden alabilirsiniz,1
13230,Bu telefonu oğlum için aldım. Mükemmel bir telefon lise çağındaki çocukların telefona bakış açılarını ve kullanma tarzlarını hepiniz bilirsiniz. Buna rağmen çok dayanıklı bir cihaz herkese tavsiye ederim.,1
13231,"ürünü bittibitiyor mağazasından aldım. kargonun teslim edilmesi 4 gün sürdü ve adrese teslim şekilde kargolanan ürünün üzerine yazılan not yüzünden kargo şirketi adrese teslim yapmayacağını, şubeden almamı söylediler. ayrıca bir aylık ekran değişimi garantisini de kapsayan ve Huawei Türkiye'nin kutu içeriğinde olması gerektiğini söylediği Huawei VİP servis kartı kutunun içinden çıkmadı. Cihazı 3 gündür kullanıyorum, iphonedan geçtiğim ve ilk defa android kullandığım için biraz afallamış durumdayım ama tasarım ve konfor açısından hiç iosu aratmayacak gibi duruyor. umarım performans açısından da aynı çizgide ilerler zaman geçtikçe.",1
13232,Orjinalin ürün gayet başarılı teşekkür ederim,1
13233,Arkadaşlar telefon fena değil daha önce I Phone 7 kullanıyodum. İos un akıcı ve uyumlu sistematik çalışmasının yanına yaklaşamaz onun için karşılaştırılamaz bile.Ama diğer Android modellerine göre hızlı 1.800 liraya s8 performansı almak isteyen alabilir.Genel itibari ile güzel telefon hızlı gece kamerası çok iyi değil ayrıca 5 günde ulaştı elime çin den sipariş etsem daha hızlı gelirdi herhalde.,1
13234,cok iyi,1
13235,Ürün iyi fakat Teknoraks şirketinin ürünü göndermesi 5 gün sürdü. Satıcısı Hepsiburada olanlar 1 gün de geliyor.,1
13236,Tşk. ürünün hem fiyatı hem performansı hemde ücretsiz kargo olması. Mükemmel.,1
13237,Fiyatı uygun ve 1 gün de kapıda. gayet başarılı.,1
13238,3 gündür kullanıyorum. Şarjı bir gün götürüyor. Kamera doğru ışık altında iş görür.. Fiyatına göre performansı iyi sayılır (şimdilik). Performans gerektiren oyun yüklemedim ama basit oyunlarda zorlanacağını sanmıyorum. Bir akıllı telefona çok para vermeyeyim işimi görsün yeter diyorsanız alabilirsiniz. İnce tasarım ve şık..,1
13239,"gayet şık, hoş, spor ve zarif bir ürün. dün gece sipariş verdim gelince detaylı inceleyeceğim.",1
13240,güzel telefon,1
13241,Yazma hızı iyi olduğu için fotoğraf çekimleri de gayet hızlı kaydetsin diye beklemeniz gerek yok ama fiyatı biraz daha aşağılarda olabilir,1
13242,"Ürünü 1 aydır kullanıyorum. Yeni versiyonunu yükledikten sonra tüm ihtiyaclarıma cevap verir hale geldi. Günlük hayatımda her özelliğini aktif kullanıyorum. Tek eksiği aktif kullanımda pil ömrü 1,5 günü geçmiyor. Bu fiyata bu özellikleri bulmak gerçekten çok zor... Üzerine mutlaka koruyucu film kaplanmalı.",1
13243,Billindik SanDisk işte. Ayrıca miniminnacık olması arabada kullanım için ideal. Şahsen arabamda kullanmak için aldım.,1
13244,Bu fiyata son derece kaliteli ve harika ürün yrıca diğerlerine göre aktarım hızı daha yüksek hızlı gönderiyle 1 günde elime geçti siteye teşekkürler,1
13245,sandisk depolama işinde en iyilerden biri. tüm ürünleri kaliteli ve uzun ömürlü bu kartın da performans ve kalitesinden memnunum.,1
13246,"Sipariş verdiğim günün ertesinde kargoya verildi, 1 gün sonra da elime ulaştı. Hız için teşekkürler. Telefonu 10 gündür kullanıyorum. Teknoloji meraklısı bir insan değilim yorumu bu kapsamda okursanız sizlere daha yararlı olacaktır. Telefonun hızı normal kullanıcılar için harika, donma takılma olmaksızın sorunsuz çalışıyor. Kamerası ise beklediğimin çok çok üstünde, görüntü kalitesine bayılıyorum.Ön kamera bile ben fazlasıyla mutlu etti. Normal kullanımda şarjı ikinci gün akşama doğru bitiyor, güç tasarrufuna aldığım da 3 hatta 4 günün sabahını zorladı. Ultra güç tasarrufu adında başka bir modu var, şarj asla bitmiyor onda ama telefon 3310'a dönüşüyor. Metal kasası çok çok şık. Ekran çözünürlüğü de yine benim için oldukça iyi. Tasarımı, elde duruşu vs beni fazlasıyla memnun etti. Beni ilgilendiren ve kullandığım özellikler bunlar. Umarım faydalı bir yorum olur. Teşekkürler Hepsiburada.",1
13247,küçük olması nedeniyle tercih ettim hiç yer kaplamıyor.araç üzerinde mp3 çalar için çok iyi cihaaz,1
13248,Uzun zamandır erkek arkadaşım kullanıyor ve bence nokıanın son zamanda çıkardığı en iyi telefonlardan biri. Dokunmatiği çok hassas. Kamerası 3.2 megapiksele göre gayet iyi. Ebatı herkesi cezbetmesede bunuda lehine cevirebilecek özelliklere sahip. Kulaklıktan gelen ses tatmin edici. Mesajlar -galeri -uygulamalar- ayarlar gibi kısımlarda işlem yaptıktan sonra seçenekler butonunda çıkış demezseniz işlev görmeye devam ediyor ve dolayısıyla şarj pekte uzun dayanmıyor. Mesajlarda rahatlık için klavye özelliğide isteyen biri olarak Nokıa C6 ve 5580 arasında kaldım. İnternet üzerinden sipariş vermeden önce genede siz bi gidip telefoncularda bir araştırma yapın derim...,1
13249,"Süper hızlı Kargo süresi ile siparişten 24 saat sonra elime ulaştı. 2 tane aldım. Çok güzel, çok küçük, çok şık ve son derece sağlam bir ürün. Uygun fiyata alınca da herşey mükemmel oldu. Şiddetle tavsiye ederim.",1
13250,Ürünü elime hemen geçtiği için hepsi burda ya teşşekkür ederim. Pil ömrü uzun olduğu için aldım içinde çıkan pili taktım kullanıyorum halen daha sorun yok. Alacak arkadaşlara tavsiye ederim.,1
13251,geçen ay arkadaşa bilgisayar aldığımızda almıştık bu ürünü de yanında ve de çok kullanışlı her yerden kontrol saglıyo masallah yani hatta arkadas yorgan altından oynuyo fareyle oyunu buna cok gülmüştüm :D,1
13252,Oyun oynarken takacağım bu mouseu. Fakat Normalde daha küçük mouse kullandığım için ele biraz büyük gelebiliyor. tek yapmanız alıştırma. Mouse altlığıda çok kaliteli. İlk izlenimlerim bunlar. Eliniz küçükse almadan önce düşünün,1
13253,Ürünü 1 hafta önce aldım. Mouse petinden kurtulmak harika. Fiyatına göre mükemmel. Almayı düşünenlere şiddetle tavsiye ederim. A4 TECH ürünlerini daha önceden de uzun yıllar kullandım.,1
13254,"Beyazını aldım. biraz dandik gözüküyor. Onun dışında hiç bir problemi yok. Tıklama sesi çok minimumda, çok rahat ve ergonomik. Fiyatı da çok uygun.",1
13255,Hem Fiyat Hemde Kalite Bakımından çok güzel ve Bana Göre Özel 8Gb Çok İşİME Yarıyacaktır Herkese tavsiye ediyorum hemen alın,1
13256,bilgisayar gözle görülür bir şekilde hızlandı,1
13257,Sandisk malum kalitesi belli üstüne birde Hepsiburada.comun uygun fiyat politikası birleşince Sandisk 8GB Cruzer Blade Usb Bellek kaçmaz deyip alıverdik...,1
13258,siparişi verdim ve ertesi gün elimdeydi inanın böylesini beklemiyordum.,1
13259,"ertesi gün elime ulaştı, hızlı kargo.",1
13260,İyi,1
13261,ürünü kardeşme aldık.Hem çok kısa bir sürede elimize ulaştı hem de o çook beğendi.Almak isteyenelere kesinlikle tavsiye ederim kardeşim gayet memnun.,1
13262,"Telefonum geçen hafta geldi, tüm özelliklerini tam olarak incelemeye vaktim olmadı. Dokunmatik bir telefon istiyordum. Çok şık, kullanışlı ve parasının kat kat üstünde bir telefon olduğunu söyleyebilirim. Hafıza kartı sayesinde depolama kapasitesi çok yüksek. Müzik sesi çok iyi, kesinlikle tavsiye ederim.",1
13263,iki günde elime ulaştı.piyasayla hemen hemen aynu fiyata sayılır.ben bir kaç ürün daha almıştım onlarla beraber gelir diye bunu da aldım.memnunum,1
13264,İndirimdeyken almıştım. Ürün oldukça kullanışlı küçük bi ürün. Cüzdanımın bozuk para gözünde taşıyorum. Yanınızda taşımak için çok iyi kapağının kırılması kaybolması derdi de yok.,1
13265,"ürünü yaklaşık 3 aydır kullanıyorum.Şuana kadar herhangi bir sorula karşılaşmadım.mp4,navigasyon,8gb hafıza,dokunmatik ekran gibi birçok özelliği mevcut.Ben beğendim iyi ki almışım diyorum.",1
13266,cihaz oldukça iyi. hepsi burada ise mükemmel. sorunsuz hizmet en hızlı biçimde kapınızda.tşkler.,1
13267,"Ürün çok şık boyunda çok güzel duruyor, ses kalitesi mükemmel. Tek sıkıntısı kutunun içinden şarj aleti çıkmaması. Şiddetle tavsiye ediyorum. İnsanlar kıskanıyor bu arada :)",1
13268,Ürün gayet şık. Telefonun dilini ingilizce yapinca arayan kişi ismi yaziyor.Türkçe ise sadece titreyio simge çikiyor.Genel olarak güzel ve kullanışlı.Şarzi anlatildiği gibi gayet güzel gidiyor.,1
13269,"Orjinal, hızlı ve dayanıklı. Kesinlikle tavsiye ederim!",1
13270,Öncelikle ürün 2 gün içinde elime geldi Türkiye şartlarında normal bir şey teşekkür ederim. Yalnız üründe vida bile çıkmadı bari onu koysaydınız. Ürüne bakıldığı zaman güzel kullanışlı ve en ucuz burada teşekkür ediyorum bir kez daha iyi çalışmalar.,1
13271,Ürün güzel.Ancak kulaklıkları biraz büyük.Birde kablosu biraz daha uzun olsa çok daha iyi olurdu.Çünkü bilgisayarda kullanırken kısa kalıyor.,1
13272,çok şey beklemeyenler için gayet net ses çocuklar sık sık bozduğu için ideal,1
13273,ürün elime 2 gün önce geçti büyük bir heyecanla laptopumu içerisine koyacaktım fakat laptopum ucu ucuna sığdı söylendiği gibi 15.6 lik bir laptop rahatlıkla sığabiliyor fakat benim laptopumun kasası da biraz geniş olduğu için ucu ucuna yetti diyebilirim almadan önce cetvel filan kullanıp ölçün bilgisayarınız öyle alın derim =) içerisindeki bölmeler ve askılı bir çanta olmasından dolayı hem iş çantası hem okul çantası hem de laptop çantası olarak rahatlıkla kullanılabilir. Çok amaçlı ve bu fiyata olmasından dolayı kaçırılmaması gerek bir fırsat.,1
13274,"Nisan sonunda teslim aldım ve kullanmaya başladım. Bugün itibariyle hiçbir şikayetim yok. Ancak, 3,5 ayda pili bitti. Eğer pili kötü değilse tam bir pil avcısı gibi görünüyor",1
13275,"Şarjı uzun gidiyor, uyarı ve alarm ile senkronlu çalışması süper. Adım olarak servis vb. ulaşım araçlarında sanırım bazı rampalardan geçerken vb. adım olarak sayıyor. Yani servise binerken 7000 olan bir adım indiğimde 7500lerdeyse bence bu bir hatadır. Kesinlikle bir motivasyon aracı. Daha fazla yürüyüş yapmaya sevkediyor. Gece uyku düzeni ile de ilgili bir fikir veriyor. Bu veriye güveniyorum; çünkü bir kere hastanede refakatçi kalıp uyuduğumda sadece 12 dakika derin uyku gösterdi. Normalde 2 saatlerde olan bir süreydi bu. Bu sebepten inanıyorum. Nabız hassasiyeti bence çok başarılı değil. Saniseler içinde 72den 105e çıkamam herhalde uzanırken. Dış kılıfı çok tak çıkar yapacaksanız kolay gevşemeye başlıyor, yedeğini almanızda yarar var. Ben birçok renkten aldım, kıyafetime göre değiştiriyorum.",1
13276,"tavsiye edilir, seyehat ve doğa gezisi için ideal.",1
13277,Ürünü sipariş verdikten sonra kısa süre içerisinde geldi. Yaklaşık 10 gündür kullanıyorum. Windows 10 bilgisayarım 10 sn gibi sürede açılıp 15-20 saniye gibi bir sürede ise rahatlıkla hazır duruma geliyor. Kapanması 5 sn sürüyor. Çok teknik konulara girmeyeceğim. Şuana kadar herhangi bir sorun yaşamadım. Alırsanız memnun kalacağınızı düşünüyorum.,1
13278,2 hediye birden süper bir cihaz.hafıza kartı 8 gb doldur doldur bitemz.ovi maps için söylenecek zaten hiçbirşey yok ve sınırsız olması fevkalade..,1
13279,Almak isteyenler hiç çekinmeden siparişi verip ödemeyi yapsınlar malzeme kalitesi olarak 10/10 bir çanta. bu fiyata bu kalite teşekkürler hepsiburada.com,1
13280,ses kalitesi ve netligi cok hos sesi yuksek veriyor fakat kablosu bana biraz ince ve kisa geldi cokta kisa degil her turlu is gorur,1
13281,"telefon çok güzel beğenerek kullanıyorum fakat dokunmatik oluşu mesaj yazarken msn de yazışırken çok zor bide oyun oynarken zorlanabiliyorsunuz onun dışında kamerası biraz zayıf, müzik telefonu olmasına rağmen müzkleri çalma listesine eklemek biraz sorun özellikle bilgisayarımda kesip melodi haline çevirdiğim mp3 leri bir türlü çalan zil yapamıyorum onun dışında herşey mükemmel çok zevkli bir telefon almanızı tavsiye ederim 10 üzerinden 9",1
13282,öncelikle kargo elime çok hızlı ulaştı.. gece saat 11 de sipariş verdim ertesi gün elimde idi... aynı zamanda ürün oldukça başarılı. Sessiz. Hızlı. ve özellikle fiyatına göre çok iyi bir performans veriyor. Tabi arkasında toshiba olmasınında yeri ayrı tabii. sağlamlığına bu açıdan çok güveniyorum. bence alın derim eğer bir depolama alanına ihtiyacınız varsa. hiç pişman olmazsınız.,1
13283,"Arkadaşlar gerçekten çok ufak bir usb bellek 16 GB bu fiyata uygun. Ben 2 adet aldım, Disk Okuma Yazma hızı iyi",1
13284,"Samsung J7 Prime'ı annem için aldım. Hem mağazada bizzat deneyimleyerek, hem de çeşitli yorum ve karşılaştırmaları okuyarak karar verdim. Menu geçişleri, video oynatma performansı ve genel kullanımını beğendim. 'J7 Prime' modelini; bana J7'den daha şık geldiğinden, arka kapağın açılamaz ve metal olmasından dolayı seçtim. J7'deki amoled ekran daha parlak, kabul. Ancak Prime'ın TFT ekran performansı da çok iyi. (Kaldı ki annemin aradaki farkı fark edebileceğinden de emin değilim.) Note serisindeki pil ısınma durumu 10 günlük kullanımımızda henüz hiç yaşanmadı. 16GB hafızanın yetmeyeceğini düşündüğümden ek sd kart aldım. Öneririm...",1
13285,Fiyat performans aralığı olarak alınabilecek bi ürün.,1
13286,Tam bir fiyat performans ürünü,1
13287,"Ürünü forumlarda uzun araştırmalar sonucunda kullanıcı yorumlarına bakarak sipariş ettim.Bilinçli sipariş verdiysem de cihazdan bu kadar performans beklemiyordum doğrusu.Her ne kadar kendi küçük olsa da boyundan büyük işler yapabiliyor.Artık internete bu cihaz sayesinde sorunsuz bağlanabiliyorum.Üstelik modemle aramda 3 kat ve 2 oda olmasına rağmen.En hesaplı fiyat burada,en kaliteli cihaz da burada.E daha ne bekliyorsunuz ki...Verin siparişi uzun menzilde bile stabil bir şekilde internete kablosuz girmenin keyfini çıkarın.",1
13288,"Yazma hızı 6-6,5mb arası, okuma hızı ise 16-19mb arasıdır. Yazma olarak düşük gelebilir fakat bilgi dağıtma amaçlı ise kesinlikle öneririm. 2-3 tane aldım çok kullanışlıdır. Performans olarak sandisk her zaman iyidir güvenerek alabilirsiniz.",1
13289,24 saat içinde elime geçti gerçekten başarlı alışveriş ??????,1
13290,Vay be 6 saniyede win 8 aciliyor şoktayim,1
13291,SSD yi taktıktan sonra laptop aşırı derece hızlandı ve ssd kendi farkını gösterdi hızdan laptop kafayı yedi şimdide fazla hızlı sanki rami yetmiyomuş gibi gelmeye başladı tek kelimeyle MÜ KEM MEL,1
13292,"Yıllardır bu ürünü kullanıyorum. Çok memnunum. Özellikle pil ömrü çok uzun ve sorunsuz bir mouse. Hem masaüstü hem dizüstü bilgisayarımda kullanıyorum, eşime de aynından aldım.",1
13293,"Ürünü 1 aydır kullanıyorum. Artıları +Şarjı 20 gün rahatlıkla dayanıyor. +3.party uygulamalar sayesinde saat ekranında arayanın ismini, whatsapp mesajlarınızı okuma imkanı tanıyor. +Titreşimi kuvvetli, Alarm kurduğumda sabah mutlaka uyandırıyor. Telefon alarmından daha etkili uyarıyor. +Yine 3.party uygulamalar ile telefonunuzu kontrol edebiliyorsunuz. Mesela müzik çalar ya da seçeceğiniz bir uygulamayı çalıştırabiliyor, kapatabiliyorsunuz, müzik dinlerken playlist içinde ileri - geri gidebiliyorsunuz. Arama cevaplayabiliyor ve sonlandırabiliyor, bunları yaparken telefonu isterseniz handsfree moduna alabiliyorsunuz. (Saat üstünde tek bir tuş var nasıl olacak bunlar derseniz; butona dokunma ritmi belirleyerek her bir ritme bir aksiyon atayabiliyorsunuz) +Adımsayar telefon ile yaklaşık gidiyor. araçta telefon daha fazla boşa adım sayarken mi band 2 nin boş adım sayısı daha düşük çıkıyor. Dolayısı ile adımsayarı tutarlı buluyorum. (Aynı testi spor yaparken (Basketboll) uyguladığımda ise saat telefondan daha fazla adım saydı. Orada hangisi daha doğru tam olarak test etme imkanım olmasa da saatin adımsayarı başarılı görünüyor) +Telefondan uzaklaşınca titreşimle uyarı almanız sayesinde telefonunuzu biryerde unutma ihtimalinizi azalıyor. Bu özellik benim çok işime yarıyor. +Nabız ölçümünü isterseniz saat üzerinden dilediğiniz zaman, isterseniz belirlediğiniz periyotlarda otomatik olarak yapmasını sağlayabiliyor, nabzınızın belirlediğiniz aralığın altında ya da üstünde çıkması halinde uyarı vermesini sağlayabiliyorsunuz. +Uyku takibi ile yatağa yatma zamanı, derin uyku ve hafif uyku zamanlarını ölçebiliyorsunuz. +Tüm bunları detaylı şekilde raporlayabiliyor. +Kordonunun değişebilir olması ve çok çeşitli kordonların kolay bulunabiliyor olması da bir süre sonra yıpranma ihtimali ve değişik zevklere hitap edebilmesi nedeni ile iyi bir özellik. - Yukarda saydığım işlevlerin bir çoğunu kendi resmi uygulaması ile değil, yardımcı ek uygulamalar ile yapabiliyorsunuz.",1
13294,Gayet şık ve pratik bir ürün serçe parmak boyunda metal olması da ayrı bir avantaj. Yama ve okuma hızı da gayet tatminkar.,1
13295,Ürünü kullanalı 2-3ay oldu. Daha önce işletim sistemli bir telefon kullanmadığım için hız v.s konularda yorum yapamıyorum. Zaman zaman kendi kendine kapanabiliyor (Çok sık değil). Genel olarak memnunum. Ovi Maps haritası Türkiyenin heryerini desteklemiyor. Mesela Osmaniyenin haritası yok ama Garmin gibi farklı GPS programlarını yükleyip sorunu çözebilirsiniz.,1
13296,Ürün gün içinde teslimat denilmesine rağmen 5 gün sonra gelmesi dışında gayet güzel,1
13297,Bu fiyata bu kalite süper çok memnunum sıparişi verdim 2 gün içinde ulaştı elime. kullanışlı kullanmadan farkı anlayamassınız tavsiye ederim.,1
13298,bu fiyata alınabilecek en iyi ürün,1
13299,Ürünü yeni aldık ve gerçekten çok memnun kaldık. Telefonu çok güzel tutuyor ve düşme yapmıyor.,1
13300,"Alacaklar dikkat etsin, hddyi kabından çıkarttığınızda sata girişi bulamayacaksınız yani sürekli usb ile kullanmak zorundasınız, bilgisayara sata ile bağlamak mümkün değil.",1
13301,piyasa şartlarına göre ürün fiyat açısından çok iyi telefon,1
13302,"Mrb, Arkadaşlar bu ürünü yıllardır kullanıyorum tabii kullanmaya bağlı olrak 2 yıl rahatlıkla kullanabileceğiniz bir kulaklık fiyat olrakta gayet uygun ve herkese tavsiye ederim bu fiyata bu kalite daha ne olsun phılıps olsun:)",1
13303,toshiba bu işin piri gerçekten çok kulanışlı bir ürün ben daha uyğuna almıştım çok zam gelmiş ama güzel ürün,1
13304,Bir pil ile açma kapama düğmesini kapamadığım halde 3 Ay gibi bir süre rahat gidiyor. Günde enaz 4-5 saat bilgisayar kullanırım pil cimrisi diyebiliriz.,1
13305,"Ürün bugün elime geçti ve içinde piliyle beraber geliyor, tek pille çalışması bence güzel.. Bu markaya bu fiyat çok uygun, ihtiyacı olanlara tavsiye ederim..",1
13306,ürün gerçekten on numara bende dağa önce başka bi marka ışıklısı vardı pili 1 hafta anca gidiyodu bunda öyle bir problem yok bütün herkese tavsiye ederim,1
13307,Tavsiye ederim,1
13308,Toshiba kalitesinden söz etmeye gerek yok zaten ürünü bildiğim için aldım.,1
13309,Efsane Cuma ile 191'e aldım. Kurulumu kolay. Wi-Fi Direct ile kolayca telefonunuza ya da bilgisayarınıza bağlayıp kablosuz çıktı alabilirsiniz. Renkli ve siyah beyaz çıktı kalitesi iyi. Çıktı verme hızı yavaş fakat ev kullanımı için idare eder. Printer boyutu ideal. Sehpaya rahat sığıyor. Uzantıları yine cihaz içine sökülüp kaldırılabiliyor. Kartuş hediyesi avantaj. Kargo teslim süresi içe çok uzundu fakat paketleme başarılı idi. Özetle öneririm.,1
13310,Ürün elime sipariş verdikten 1 gün sonra ulaşmıştır. Kaliteli hizmet için teşekkürler hepsiburada,1
13311,Sipariş verdikten sonra 2 iş günü içerisinde teslim aldım. Gayet güzel herhangi bir sıkıntı yok. Aynı resimdeki gibi geldi.,1
